locus_tag	gene	product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
BB_0728	cdr	CoA-disulfide reductase	704.6326915	0.356592583	0.154073836	2.314426586	0.020644334	0.043682214
BB_0729	NA	transporter, dicarboxylate/amino acid:cation (na+ or H+) symporter (daacs) family	589.8598884	0.227176363	0.183631182	1.237133911	0.216037372	0.310243833
BB_0730	pgi	glucose-6-phosphate isomerase	682.4457702	-0.880029753	0.146465305	-6.008451991	1.87E-09	1.69E-08
BB_0731	NA	conserved hypothetical protein	79.3160672	-1.242233184	0.295687924	-4.201163065	2.66E-05	0.000119907
BB_0732	NA	penicillin-binding protein	1190.854933	-0.008304445	0.146342975	-0.056746454	0.954747169	0.970253503
BB_0733	NA	conserved hypothetical protein	437.1067481	-2.151883484	0.20247509	-10.62789244	2.21E-26	9.68E-25
BB_0734	NA	Sua5/YciO/YrdC/YwlC family protein, putative	309.1474415	-0.44744985	0.197406682	-2.266639837	0.023412236	0.048599808
BB_0735	NA	rare lipoprotein A	1667.074997	0.57566218	0.202212173	2.846822582	0.004415796	0.01158155
BB_0737	NA	histidine phosphokinase/phophatase, putative	402.7351063	0.418539199	0.20571567	2.034551861	0.041895985	0.08001646
BB_0738	valS	valyl-tRNA synthetase	1271.93843	-0.256741268	0.139373933	-1.842103919	0.065459951	0.114533123
BB_0739	NA	NA	113.8144887	-0.992475538	0.325471767	-3.049344486	0.002293413	0.006480742
BB_0740	NA	conserved hypothetical protein	66.97462354	-0.165350755	0.290150145	-0.569879968	0.568759113	0.667872631
BB_0741	groS	chaperonin GroS	939.7160396	-0.483280367	0.23350284	-2.069698021	0.038480632	0.07474767
BB_0742	NA	ABC transporter, ATP-binding protein	1695.516007	-0.224393766	0.142703656	-1.572445804	0.115847199	0.186776956
BB_0743	NA	conserved hypothetical protein	602.9984688	-0.339539724	0.146590969	-2.316239026	0.020545221	0.043542615
BB_0744	p83/100	Borrelia P83/P100 antigen	3252.681387	-0.123469174	0.168274397	-0.733737134	0.463108962	0.571922158
BB_0745	NA	endonuclease III	45.44147451	1.24593674	0.32704101	3.809726305	0.000139121	0.000540842
BB_0746	NA	oligopeptide ABC transporter, permease protein	67.10748298	-0.700490445	0.324552449	-2.158327406	0.030902385	0.062470361
BB_0747	NA	oligopeptide ABC transporter, permease protein	114.0409668	-0.280322409	0.22728105	-1.233373433	0.217436472	0.311912145
BB_0748	NA	septum formation initiator subfamily, putative	171.706506	-0.274061423	0.214886618	-1.275376871	0.202175881	0.296312127
BB_0749	NA	conserved hypothetical protein	2023.038966	0.339682126	0.194277233	1.748440214	0.08038783	0.136878181
BB_0751	NA	conserved hypothetical protein	457.8394979	-1.41878794	0.184846697	-7.675484402	1.65E-14	2.97E-13
BB_0752	NA	NA	546.8102661	-1.180522903	0.155174138	-7.607729723	2.79E-14	4.76E-13
BB_0753	NA	NA	433.3626043	-1.230102993	0.176529926	-6.968240577	3.21E-12	4.09E-11
BB_0754	NA	ABC transporter, ATP-binding protein	498.5317971	-1.096994782	0.153642601	-7.139912873	9.34E-13	1.27E-11
BB_0755	rnz	ribonuclease Z	306.8141259	-0.598713304	0.232269122	-2.577670673	0.009946875	0.023549898
BB_0756	NA	FAD dependent oxidoreductase, putative	98.72193309	0.495791947	0.288587501	1.717995218	0.085797487	0.144721308
BB_0757	clpP	Clp protease	635.1976744	-1.251636059	0.203799912	-6.141494592	8.17E-10	7.99E-09
BB_0758	NA	conserved hypothetical protein	29.0450234	-0.988032011	0.449669832	-2.197238822	0.028003394	0.057226221
BB_0759	NA	membrane protein, putative	76.90902432	0.727813926	0.360566242	2.018530413	0.04353605	0.08219306
BB_0760	NA	gene 37 protein (Gp37)	61.60904613	-1.029667037	0.300127036	-3.430770689	0.000601869	0.001992081
BB_0761	NA	NA	141.2613081	-0.162130321	0.302202196	-0.536496173	0.59161568	0.686127982
BB_0763	NA	NA	381.6246976	-0.523159954	0.206025544	-2.539296556	0.011107563	0.025741336
BB_0764	NA	sensory transduction histidine kinase, putative	150.8225256	-1.704336005	0.237753199	-7.168509232	7.58E-13	1.04E-11
BB_0765	NA	conserved hypothetical protein	48.15618788	-0.703824925	0.331381431	-2.123911776	0.033677522	0.067191068
BB_0766	cvpA	CvpA family protein	33.14435473	-1.42221251	0.443571734	-3.206273985	0.001344659	0.004033977
BB_0767	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	154.0594838	-1.163624712	0.209076648	-5.565541259	2.61E-08	1.98E-07
BB_0768	NA	pyridoxal kinase	354.1137915	-1.549091944	0.195891076	-7.907925038	2.62E-15	5.29E-14
BB_0769	NA	glycoprotease family	346.4787036	-1.400267864	0.193671916	-7.230102821	4.83E-13	6.75E-12
BB_0770	NA	divergent polysaccharide deacetylase superfamily	193.674257	-1.225094141	0.212905078	-5.754179999	8.71E-09	7.06E-08
BB_0771	rpoS	RNA polymerase sigma factor (rpoS)	153.4478901	1.011805301	0.204121146	4.956886242	7.16E-07	4.20E-06
BB_0771a	NA	hypothetical protein	83.57032804	-0.087683002	0.261244522	-0.335635753	0.73714556	0.812591666
BB_0772	NA	flagellar P-ring protein (Basal body P-ring protein)	157.7658731	0.006513368	0.206754079	0.031502971	0.974868423	0.981534403
BB_0773	NA	conserved hypothetical protein	25.10455694	-0.802265284	0.454836666	-1.763853587	0.077756633	0.133036739
BB_0774	flgG	flagellar basal-body rod protein FlgG	886.9753136	0.165130626	0.237804458	0.694396679	0.487433476	0.59858653
BB_0775	NA	flagellar hook-basal body complex protein	1342.929949	-0.311940252	0.169546028	-1.839855861	0.065789402	0.114956481
BB_0776	NA	conserved hypothetical protein	528.9006339	0.078972288	0.200630929	0.393619711	0.693861826	0.777267212
BB_0777	apt	adenine phosphoribosyltransferase	430.2224899	0.109472818	0.182297025	0.600518948	0.548160437	0.650304621
BB_0778	rplU	ribosomal protein L21	320.7887725	-0.436227641	0.236289318	-1.846158957	0.064869128	0.113650713
BB_0779	NA	conserved hypothetical protein	48.98972144	-1.487677103	0.4393787	-3.385865319	0.000709542	0.002273995
BB_0780	rpmA	ribosomal protein L27	55.53497233	0.214025055	0.352460399	0.607231494	0.543697294	0.650062097
BB_0781	NA	GTP-binding protein Obg/CgtA	319.6840639	0.287534194	0.226245834	1.270892769	0.203766799	0.298162109
BB_0782	nadD	nicotinate (nicotinamide) nucleotide adenylyltransferase	57.38542044	-0.257811937	0.291318163	-0.884984083	0.376165216	0.482696381
BB_0783	NA	conserved hypothetical protein	143.2629291	-0.958641743	0.243990312	-3.929015603	8.53E-05	0.000348064
BB_0784	NA	iojap-like ribosome-associated protein	67.04125199	-1.440282416	0.280725723	-5.130568023	2.89E-07	1.82E-06
BB_0785	NA	putative septation protein spoVG (Stage V sporulation protein G)	1185.070092	0.155709439	0.212989321	0.731066882	0.464738302	0.573395426
BB_0786	NA	ribosomal protein L25, Ctc-form	2176.220956	-0.345521149	0.170144004	-2.030757131	0.042279638	0.080515136
BB_0787	pth	peptidyl-tRNA hydrolase	619.4994815	0.045671856	0.221444554	0.206245108	0.836599454	0.885304015
BB_0788	tilS	tRNA(Ile)-lysidine synthetase	334.384482	-0.170409037	0.16381064	-1.040280633	0.29820954	0.399029873
BB_0789	NA	cell division protein FtsH	4621.12263	0.852400094	0.17049556	4.999544244	5.75E-07	3.43E-06
BB_0790	NA	conserved hypothetical protein	192.1817957	-0.847022885	0.231340204	-3.661373474	0.000250867	0.000920779
BB_0791	NA	thymidine kinase	611.8686661	-0.433175441	0.161770459	-2.677716584	0.007412591	0.018138072
BB_0792	NA	conserved hypothetical protein	41.82604174	0.196389593	0.342887573	0.572752146	0.566812525	0.667376037
BB_0793	tmk	thymidylate kinase	42.71842066	-0.38010656	0.407842458	-0.931993597	0.351339835	0.458902866
BB_0794	NA	NA	1145.373841	0.220532645	0.12006742	1.836740103	0.066248272	0.115298317
BB_0795	NA	outer membrane protein	3679.68851	0.415484969	0.180715743	2.299107762	0.021498821	0.045417123
BB_0796	NA	conserved hypothetical protein	151.3240949	0.218663863	0.331946407	0.658732431	0.510067604	0.62000817
BB_0797	mutS	DNA mismatch repair protein MutS	1071.555332	0.850942426	0.162604415	5.233206146	1.67E-07	1.11E-06
BB_0798	NA	competence protein F, putative	56.71552196	0.507421185	0.352643779	1.438905818	0.150177209	0.22999167
BB_0799	NA	conserved hypothetical protein	50.65034759	-0.219431145	0.329123461	-0.666713776	0.504954978	0.615454243
BB_0800	NA	transcription elongation protein NusA	1373.578453	-0.036232601	0.16130536	-0.224621184	0.822273983	0.876215242
BB_0801	NA	translation initiation factor IF-2, putative	4661.551411	0.015262425	0.169307572	0.090146145	0.92817108	0.951339157
BB_0802	rbfA	ribosome-binding factor A	297.5997968	0.651265135	0.352106764	1.849624039	0.064367756	0.113225209
BB_0803	truB	tRNA pseudouridine synthase B	501.9020537	0.565075115	0.340122473	1.661387177	0.096635711	0.16053012
BB_0804	rpsO	ribosomal protein S15	716.7926739	0.146975068	0.262581408	0.559731433	0.575662639	0.673571422
BB_0805	NA	polyribonucleotide nucleotidyltransferase (Polynucleotidephosphorylase) (PNPase) (Vegetative protein 15) (VEG15)	7146.190291	0.304595549	0.161682242	1.883914676	0.059576518	0.1065602
BB_0806	NA	lipoprotein, putative	424.7002985	0.278282386	0.321681966	0.865085443	0.386991894	0.494176238
BB_0807	NA	conserved hypothetical integral membrane protein	107.4478365	-0.655091916	0.29921577	-2.189362937	0.028570471	0.05802411
BB_0808	NA	putative permease, YjgP/YjgQ family	240.6792596	-1.043101269	0.200378988	-5.205641962	1.93E-07	1.26E-06
BB_0809	tgt	queuine tRNA-ribosyltransferase	604.2135592	-0.877832286	0.155953347	-5.628813394	1.81E-08	1.43E-07
BB_0810	mviN	integral membrane protein MviN	236.1434982	-0.214074276	0.181714553	-1.178079977	0.238764724	0.336266717
BB_0811	NA	conserved hypothetical protein	409.5034382	0.154114215	0.147745803	1.043103847	0.296900199	0.398088635
BB_0812	coaBC	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	94.61889097	0.489268095	0.255442668	1.91537341	0.0554449	0.100767079
BB_0814	panF	sodium/pantothenate symporter	573.1770755	0.430222711	0.141707737	3.035986037	0.002397505	0.006731455
BB_0816	NA	conserved hypothetical protein	1281.972214	1.050206419	0.202067833	5.197296387	2.02E-07	1.32E-06
BB_0817	murC	UDP-N-acetylmuramate--alanine ligase	515.8823512	0.233475897	0.151050984	1.545676103	0.122182811	0.195790505
BB_0818	NA	conserved hypothetical protein	299.4874469	-0.123293714	0.215957978	-0.570915301	0.568057059	0.667644879
BB_0819	NA	cytidylate kinase	169.0092896	-0.126089791	0.209142335	-0.602889848	0.54658197	0.650304621
BB_0820	rpoZ	DNA-directed RNA polymerase, omega subunit	42.61918579	0.357925508	0.647011409	0.553198141	0.58012774	0.6775892
BB_0821	miaA	tRNA delta(2)-isopentenylpyrophosphate transferase	569.0723841	-0.419790114	0.175074595	-2.39777858	0.016494833	0.036095702
BB_0823	NA	lipoprotein, putative	269.6415328	-0.367125449	0.753087912	-0.487493483	0.62590866	0.715791105
BB_0824	NA	conserved hypothetical protein	483.2299759	0.832407871	0.235678896	3.531957616	0.000412495	0.001453134
BB_0825	NA	conserved hypothetical protein	256.2726875	0.899753671	0.209894619	4.286692415	1.81E-05	8.33E-05
BB_0826	NA	conserved hypothetical protein	20.57413278	0.996127548	0.551520354	1.806148296	0.070895179	0.122735527
BB_0827	NA	ATP-dependent helicase HrpA	962.2158415	-0.013240404	0.151799179	-0.087223162	0.930494129	0.952976839
BB_0828	topA	DNA topoisomerase I	369.122736	-0.198981864	0.180127074	-1.104674934	0.269300469	0.36898938
BB_0829	NA	putative Exonuclease SbcD homolog	460.6351922	-0.933171287	0.1709286	-5.459421572	4.78E-08	3.47E-07
BB_0830	NA	exonuclease SbcC	453.9929169	-1.452985142	0.165049353	-8.803337415	1.33E-18	3.56E-17
BB_0831	NA	xylose operon regulatory protein	1175.313633	0.301630607	0.170749818	1.766506169	0.077310967	0.13244669
BB_0832	NA	lipoprotein, putative	426.7037953	0.57323798	0.14438488	3.970207825	7.18E-05	0.00029955
BB_0833	ileS	isoleucyl-tRNA synthetase	1487.736009	-0.800175137	0.123635168	-6.472067382	9.67E-11	1.09E-09
BB_0834	NA	ATP-dependent Clp protease, subunit C	655.2926727	-1.084126843	0.148244681	-7.313091011	2.61E-13	3.99E-12
BB_0835	NA	phosphomannomutase	117.8190288	-0.21285229	0.288644095	-0.737421251	0.460866216	0.570224301
BB_0836	NA	NA	1558.878851	-1.329905481	0.1550944	-8.574813029	9.92E-18	2.42E-16
BB_0837	uvrA	excinuclease ABC, A subunit	1293.220555	-1.356650315	0.156367486	-8.676038435	4.10E-18	1.06E-16
BB_0838	NA	conserved hypothetical protein	262.227514	-0.718242001	0.220189436	-3.261927614	0.001106574	0.003401748
BB_0838a	NA	hypothetical protein	5.754390008	0.872539889	0.908438086	0.960483607	0.336811878	0.443457723
BB_0839	NA	conserved hypothetical protein	197.9207411	0.420555352	0.222061307	1.89387047	0.058242205	0.104406899
BB_0840	NA	lipoprotein, putative	256.4372135	0.316631306	0.172378661	1.836835865	0.06623413	0.115298317
BB_0841	arcA	arginine deiminase	451.4235597	-0.827177215	0.151037789	-5.47662422	4.34E-08	3.16E-07
BB_0842	argF	ornithine carbamoyltransferase	508.4093607	0.893795523	0.201155483	4.44330678	8.86E-06	4.36E-05
BB_0843	NA	arginine-ornithine antiporter	1355.58499	0.160547754	0.149220018	1.075912981	0.281966176	0.381569058
BB_0844	NA	lipoprotein, putative	409.716664	2.208650014	0.211833891	10.42632984	1.88E-25	7.72E-24
BB_0852	NA	type I restriction enzyme r protein n terminus (hsdr_n)	161.8833599	0.658426482	0.222249187	2.962559694	0.003050926	0.008369347
BB_A0078	NA	NA	134.9251081	2.03214352	0.252861393	8.036590714	9.24E-16	1.96E-14
BB_A03	NA	NA	2784.643671	-2.749986622	0.19596309	-14.03318669	9.77E-45	1.17E-42
BB_A04	NA	NA	221.071675	1.638759651	0.223462296	7.333495085	2.24E-13	3.47E-12
BB_A05	NA	NA	265.5733315	2.235292418	0.262904371	8.502302224	1.86E-17	4.28E-16
BB_A07	NA	NA	306.0876273	2.900819372	0.180833676	16.04136707	6.57E-58	1.44E-55
BB_A08	NA	NA	70.97425737	0.256864357	0.853024584	0.301121869	0.763321565	0.83236891
BB_A09	NA	NA	279.6204031	0.252575577	0.21524775	1.173417965	0.240628236	0.338528375
BB_A10	NA	NA	66.28122026	0.29893518	0.362763499	0.824049775	0.409911276	0.518405599
BB_A11	NA	NA	97.53092667	0.691276347	0.317341147	2.178338212	0.029380866	0.059486068
BB_A12	NA	NA	15.05417241	1.174334177	0.725222397	1.619274561	0.105388202	0.173194624
BB_A13	NA	NA	126.0055526	-0.387596469	0.263378402	-1.471633456	0.141119886	0.220164978
BB_A14	NA	NA	70.40730872	0.46642691	0.320901741	1.45348825	0.14608824	0.225569855
BB_A15	NA	NA	91045.03737	1.009390339	0.217962239	4.63103308	3.64E-06	1.92E-05
BB_A16	NA	NA	68193.38868	1.279408994	0.216875274	5.899284741	3.65E-09	3.14E-08
BB_A19	NA	NA	635.2536164	0.407552534	0.149283008	2.730066471	0.006332156	0.015848481
BB_A20	NA	NA	322.624993	0.288149665	0.195865395	1.471161691	0.141247395	0.220164978
BB_A21	NA	NA	248.9566926	0.115602373	0.204317318	0.565798213	0.571530961	0.669930136
BB_A23	NA	NA	273.7831573	0.298053106	0.191676971	1.554976085	0.119951765	0.192450085
BB_A24	NA	NA	548.0522799	3.633244728	0.193225476	18.80313514	7.12E-79	4.68E-76
BB_A25	NA	NA	977.4614869	3.728227005	0.165365686	22.54534838	1.49E-112	1.96E-109
BB_A30	NA	NA	336.2848165	-0.58579464	0.210855993	-2.778174008	0.005466534	0.013893665
BB_A31	NA	NA	430.6784937	-0.638091217	0.19268855	-3.31151601	0.000927919	0.00290999
BB_A32	NA	NA	47.18874669	1.305441029	0.413929284	3.153777903	0.001611717	0.004748422
BB_A33	NA	NA	102.2189554	2.942496296	0.321539813	9.151265805	5.63E-20	1.72E-18
BB_A34	NA	NA	279.7230636	2.147748223	0.286538391	7.495498996	6.60E-14	1.08E-12
BB_A36	NA	NA	642.0773323	3.298148864	0.207460055	15.89775372	6.57E-57	1.08E-54
BB_A37	NA	NA	141.6385429	2.954813504	0.275412315	10.72869056	7.46E-27	3.38E-25
BB_A38	NA	NA	1332.378679	-1.37500935	0.19755126	-6.96026615	3.40E-12	4.29E-11
BB_A40	NA	NA	416.680701	-1.371912084	0.261219379	-5.251953708	1.50E-07	1.01E-06
BB_A41	NA	NA	383.9230834	-0.620165234	0.253524854	-2.446171345	0.014438237	0.032320005
BB_A42	NA	NA	82.65632462	-0.483556902	0.43531479	-1.110821211	0.266645314	0.366114883
BB_A43	NA	NA	154.9087708	0.746401904	0.317645213	2.349797424	0.018783631	0.040395566
BB_A45	NA	NA	150.6601192	-0.082939424	0.370502299	-0.223856706	0.822868804	0.876215242
BB_A46	NA	NA	532.4810288	-0.37323112	0.260097817	-1.434964445	0.15129723	0.231437206
BB_A47	NA	NA	173.1602396	-0.285290141	0.362796744	-0.786363563	0.431654524	0.540699756
BB_A48	NA	NA	193.9931031	-0.201112992	0.308645207	-0.651599272	0.514659718	0.623945942
BB_A49	NA	NA	55.1948517	0.251192983	0.536152286	0.468510515	0.639419554	0.726186079
BB_A51	NA	NA	304.6931838	0.293947295	0.245289823	1.198367268	0.230774069	0.326508259
BB_A52	NA	NA	437.7412819	-0.714565668	0.209395305	-3.412520009	0.000643652	0.002103877
BB_A53	NA	NA	130.1453374	-0.750521119	0.299894441	-2.502617639	0.012327865	0.028171851
BB_A54	NA	NA	170.4323384	-0.520801976	0.269489697	-1.932548743	0.053291812	0.097271926
BB_A57	NA	NA	235.2561239	0.778337882	0.227126142	3.426896942	0.000610521	0.002010587
BB_A58	NA	NA	51.92694981	2.139412461	0.499045193	4.287011463	1.81E-05	8.33E-05
BB_A59	NA	NA	4622.028099	0.031528613	0.161971397	0.194655439	0.845662699	0.892530752
BB_A60	NA	NA	162.7769183	0.575455795	0.214363611	2.684484513	0.007264175	0.017841357
BB_A61	NA	NA	247.2597544	-0.213884557	0.239010307	-0.894875875	0.370853444	0.477383226
BB_A62	NA	NA	14893.95113	1.383989842	0.173138753	7.993530144	1.31E-15	2.73E-14
BB_A64	NA	NA	3396.956752	2.033502509	0.271754687	7.482860854	7.27E-14	1.18E-12
BB_A65	NA	NA	497.6240589	2.685245532	0.249937281	10.74367744	6.35E-27	2.98E-25
BB_A66	NA	NA	2796.094365	2.006798277	0.242030221	8.291519413	1.12E-16	2.45E-15
BB_A68	NA	NA	1001.263796	-0.834012739	0.166771468	-5.000931799	5.71E-07	3.42E-06
BB_A69	NA	NA	487.9435116	-1.37093057	0.218906167	-6.262640226	3.79E-10	3.89E-09
BB_A73	NA	NA	607.6385102	2.254614387	0.173854695	12.96838363	1.85E-38	1.62E-36
BB_A74	NA	NA	5400.40126	-2.481776128	0.220091693	-11.27610087	1.72E-29	9.05E-28
BB_A76	NA	NA	998.9486686	-1.25665044	0.184185212	-6.822754269	8.93E-12	1.10E-10
BB_B01	NA	NA	111.9915254	0.62987787	0.299650159	2.10204417	0.035549407	0.070243489
BB_B02	NA	NA	248.5045562	0.063463353	0.190300809	0.333489664	0.73876469	0.813693883
BB_B03	NA	NA	787.1216377	0.249442248	0.192433128	1.296254189	0.194887926	0.288864689
BB_B04	NA	NA	581.5193122	0.151313406	0.140320696	1.078339905	0.280882095	0.38049389
BB_B05	NA	NA	85.3217702	-0.680968298	0.280474641	-2.427913965	0.015185945	0.033706642
BB_B06	NA	NA	98.99907886	-0.552146421	0.242392003	-2.277906922	0.022732124	0.04763957
BB_B07	NA	NA	384.2572671	0.225263141	0.231204794	0.974301341	0.329906939	0.436114404
BB_B09	NA	NA	197.9715637	1.457472913	0.241539437	6.034099157	1.60E-09	1.47E-08
BB_B10	NA	NA	434.1059817	-1.134756319	0.187925982	-6.038315242	1.56E-09	1.44E-08
BB_B12	NA	NA	359.6192118	0.371493132	0.251505052	1.477080198	0.139654141	0.218458977
BB_B13	NA	NA	98.15032325	-0.759533852	0.34159218	-2.223510657	0.026181386	0.053669798
BB_B14	NA	NA	408.8165981	-0.097205679	0.232161461	-0.418698602	0.675436417	0.760517097
BB_B16	NA	NA	2464.520106	0.854808339	0.193886669	4.408804079	1.04E-05	5.02E-05
BB_B17	NA	NA	3429.278446	-0.021116942	0.156097969	-0.135280053	0.892390455	0.921856178
BB_B18	NA	NA	4964.300645	0.22743454	0.24092309	0.944013048	0.34516298	0.452008593
BB_B19	NA	NA	17292.47304	1.775018154	0.158050595	11.2306958	2.88E-29	1.46E-27
BB_B22	NA	NA	5115.6566	0.22895971	0.197443373	1.159622156	0.246202676	0.344159911
BB_B23	NA	NA	1160.303459	-0.230462743	0.206352018	-1.11684269	0.264061592	0.36332663
BB_B24	NA	NA	67.54487406	-0.809138278	0.391007397	-2.069368213	0.038511547	0.07474767
BB_B25	NA	NA	85.49889255	-0.011099829	0.316589859	-0.035060595	0.972031423	0.980237367
BB_B26	NA	NA	332.2712391	0.465093394	0.219004619	2.123669333	0.033697803	0.067191068
BB_B27	NA	NA	61.68783607	-0.502313781	0.316741784	-1.585877857	0.11276702	0.182914076
BB_B28	NA	NA	263.8097089	-0.781627538	0.244789986	-3.193053562	0.001407768	0.004204108
BB_B29	NA	NA	36326.66344	0.955141126	0.18292012	5.22162966	1.77E-07	1.17E-06
BB_D001	NA	NA	0.445182061	1.577129776	3.42003335	0.46114456	0.644694894	0.730913797
BB_D0027	NA	NA	89.2964249	2.185838986	0.488553138	4.474106937	7.67E-06	3.82E-05
BB_D0031	NA	NA	18.15518146	1.07869018	0.668087744	1.614593575	0.106398738	0.174107025
BB_D01	NA	NA	28.50522884	2.528440742	0.701845867	3.602558429	0.000315101	0.001131263
BB_D04	NA	NA	0.550054163	1.577131157	2.912934331	0.541423519	0.5882157	0.683995955
BB_D09	NA	NA	192.9229761	1.118156828	0.220410113	5.073074064	3.91E-07	2.39E-06
BB_D10	NA	NA	201.462897	0.70637163	0.291602992	2.422374425	0.015419454	0.034167222
BB_D13	NA	NA	255.3902103	0.972860316	0.279349003	3.482598133	0.000496573	0.001708108
BB_D14	NA	NA	166.2002061	0.098584	0.228838331	0.430801955	0.666612378	0.75122527
BB_D15	NA	NA	156.3630225	-0.311905318	0.300303247	-1.03863452	0.298974745	0.399646811
BB_D18	NA	NA	481.1595009	-0.929655249	0.175046104	-5.310916556	1.09E-07	7.46E-07
BB_D21	NA	NA	449.7994723	0.939232673	0.213815226	4.392730542	1.12E-05	5.39E-05
BB_D22	NA	NA	78.17870887	0.837037612	0.359323755	2.329480309	0.019833635	0.042257866
BB_D24	NA	NA	14.26671606	3.018752519	0.867275084	3.480732438	0.000500045	0.001715558
BB_E09	NA	NA	103.4302944	0.033963913	0.302437505	0.112300598	0.910585068	0.937702805
BB_E16	NA	NA	305.4074021	0.473685785	0.325842118	1.45372792	0.146021754	0.225569855
BB_E17	NA	NA	438.4152038	-0.149074028	0.330224918	-0.451431795	0.651678372	0.737558468
BB_E18	NA	NA	204.8104667	-0.120138457	0.314783986	-0.381653649	0.702718285	0.783847051
BB_E19	NA	NA	165.6079172	0.323144185	0.203196358	1.590305006	0.111766071	0.181758189
BB_E20	NA	NA	102.2111597	-0.534830667	0.270509526	-1.977123226	0.048027703	0.089388671
BB_E21	NA	NA	681.5161993	-0.12438707	0.160917771	-0.772985292	0.439531085	0.548996051
BB_E22	NA	NA	217.9891833	0.274865441	0.267444095	1.027749147	0.304067843	0.406041814
BB_E29	NA	NA	133.5580736	0.519189383	0.256406044	2.024871854	0.042880524	0.081423424
BB_E31	NA	NA	234.1857497	2.142390573	0.231665412	9.247779157	2.29E-20	7.53E-19
BB_F0034	NA	NA	43.13054799	2.699419647	0.629410318	4.288807429	1.80E-05	8.31E-05
BB_F0039	NA	NA	7.648909648	2.869698304	1.276542209	2.248024612	0.024574621	0.050772093
BB_F0040	NA	NA	7.989558068	1.202062319	0.998883494	1.203405929	0.228819275	0.324696033
BB_F0041	NA	NA	164.4710188	0.376647224	0.310815773	1.211802158	0.225588122	0.321848852
BB_F01	NA	NA	118.6689041	1.848148089	0.376319295	4.91111701	9.06E-07	5.22E-06
BB_F02	NA	NA	13.0740498	3.446316883	1.09545623	3.146010573	0.00165514	0.00486244
BB_F03	NA	NA	84.9369173	0.195721107	0.404060015	0.484386229	0.62811179	0.71706246
BB_F06	NA	NA	5.477715566	2.692225564	1.538741455	1.749628279	0.080182477	0.136830876
BB_F08	NA	NA	5.89638261	2.483144041	1.032995183	2.403829254	0.016224349	0.03576979
BB_F14	NA	NA	23.18236023	1.466651634	0.644879583	2.2743031	0.022947769	0.047938582
BB_F17	NA	NA	65.51400976	0.756030534	0.359879334	2.100788969	0.035659495	0.07035522
BB_F20	NA	NA	203.4354526	0.835721133	0.213222923	3.919471325	8.87E-05	0.000358796
BB_F23	NA	NA	81.30442803	-0.668547849	0.269227079	-2.483211763	0.013020366	0.029497863
BB_F24	NA	NA	144.488283	-0.41454128	0.27045635	-1.532747447	0.125338094	0.200258079
BB_F25	NA	NA	32.50122626	-0.694573464	0.440584334	-1.576482436	0.114914663	0.185957965
BB_F26	NA	NA	75.25144015	-0.335683844	0.307083086	-1.093136873	0.274333709	0.375103531
BB_G0036	NA	NA	8.873202948	-0.673486091	0.958208384	-0.702859735	0.482143166	0.593198614
BB_G01	NA	NA	181.8693282	-0.733611316	0.283780081	-2.585140272	0.009733939	0.023171006
BB_G02	NA	NA	43.98259181	0.996392439	0.504961183	1.973206007	0.048472096	0.089707514
BB_G03	NA	NA	165.8050816	1.11231845	0.294825034	3.772808689	0.00016142	0.0006148
BB_G07	NA	NA	83.45607697	-0.041922757	0.287739254	-0.145697038	0.88416056	0.914792894
BB_G08	NA	NA	245.6329258	-0.379740866	0.168419758	-2.254728726	0.024150361	0.050052957
BB_G09	NA	NA	67.04840665	-0.223718313	0.271145429	-0.825086058	0.409322734	0.518159993
BB_G12	NA	NA	151.2851891	0.589467659	0.347222361	1.697666181	0.089570784	0.150122462
BB_G13	NA	NA	52.85653648	0.510304595	0.382628391	1.333681995	0.182308098	0.271910148
BB_G14	NA	NA	13.6991247	1.612289667	0.818261743	1.97038378	0.048794403	0.090176998
BB_G15	NA	NA	58.59477143	0.776377338	0.434516382	1.786761951	0.073975971	0.127230925
BB_G16	NA	NA	24.70197119	1.349264746	0.537434649	2.510565237	0.012053805	0.027641709
BB_G17	NA	NA	49.36372562	1.127497032	0.420522204	2.681183112	0.007336236	0.017984728
BB_G18	NA	NA	104.3743765	1.306788806	0.411857316	3.172916335	0.00150916	0.004486508
BB_G19	NA	NA	41.97828784	1.977426468	0.606842719	3.258548557	0.001119837	0.003429991
BB_G20	NA	NA	48.5400369	1.348780503	0.52737304	2.55754542	0.010541379	0.024690503
BB_G21	NA	NA	223.56088	1.000845158	0.356230687	2.809542232	0.004961201	0.012707638
BB_G22	NA	NA	65.55568505	1.301404226	0.434630568	2.994276799	0.002750963	0.007594044
BB_G23	NA	NA	74.16493413	0.595724619	0.413499165	1.440691227	0.149671934	0.229753413
BB_G24	NA	NA	177.1183097	1.926906163	0.319434453	6.032242758	1.62E-09	1.48E-08
BB_G25	NA	NA	12.3616832	1.326009107	0.835909044	1.586307884	0.112669485	0.182914076
BB_G26	NA	NA	11.51407029	2.112577235	0.821322165	2.57216635	0.010106432	0.023841744
BB_G27	NA	NA	17.16969866	2.135334725	0.777281146	2.747184509	0.006010931	0.015160006
BB_G28	NA	NA	19.35973506	1.317491811	0.645625709	2.040643354	0.04128629	0.079081902
